x, y
0.21265116279069768, 0.5729767441860465
0.2128211627906866, 0.5729767461261365
0.2133311627906534, 0.5729767519464064
0.21418116279059804, 0.5729767616468562
0.21537116279052054, 0.572976775227486
0.21690116279042093, 0.5729767926882957
0.21877116279029915, 0.5729768140292854
0.22098116279015523, 0.572976839250455
0.22353116278998916, 0.5729768683518045
0.22642116278980098, 0.572976901333334
0.22965116278959063, 0.5729769381950435
0.23322116278935814, 0.5729769789369328
0.23713116278910354, 0.5729770235590022
0.24138116278882676, 0.5729770720612514
0.24597116278847556, 0.5729771280767655
0.2509011627877311, 0.5729772137521854
0.25617116278693536, 0.5729773053362549
0.2617811627860882, 0.572977402828974
0.2677311627851897, 0.5729775062303428
0.27402116278423994, 0.5729776155403613
0.28065116278323876, 0.5729777307590294
0.2876211627821863, 0.5729778518863471
0.29493116278108245, 0.5729779789223145
0.3025811627799273, 0.5729781118669316
0.31057116277872077, 0.5729782507201983
0.3189011627774629, 0.5729783954821146
0.32757116277615367, 0.5729785461526806
0.33658116277479316, 0.5729787027318962
0.34593116277338126, 0.5729788652197615
0.3556211627719181, 0.5729790336162764
0.36565116277035004, 0.5729792109196558
0.3760211627686132, 0.572979400714409
0.38673116276681946, 0.5729795967319411
0.3977811627649687, 0.572979798972252
0.4091711627630611, 0.5729800074353417
0.42090116276109646, 0.5729802221212101
0.4329711627590749, 0.5729804430298574
0.4453811627569964, 0.5729806701612835
0.458131162754861, 0.5729809035154884
0.471133794983048, 0.5729811445070261
0.48425555945923376, 0.5729813880934466
0.49749502664516315, 0.5729816338648461
0.5108521965408362, 0.5729818818212249
0.5243270691462529, 0.5729821319625827
0.5379196444614134, 0.5729823842889198
0.5516299224863175, 0.5729826388002359
0.5654579032209652, 0.5729828954965313
0.5794034992669899, 0.5729831544378071
0.5934034982423846, 0.5729834159264694
0.6074034972922959, 0.572983677415133
0.621403496416724, 0.572983938903798
0.6354034956156688, 0.5729842003924644
0.6494034940574844, 0.572984462096892
0.6634034933877762, 0.5729847242659798
0.6774034927709552, 0.5729849864350685
0.6914034922070219, 0.5729852486041582
0.7054034916959759, 0.5729855107732489
0.7194034905907044, 0.5729857731090591
0.7334034901753266, 0.5729860357247142
0.7474034898012734, 0.5729862983403701
0.761403489468545, 0.5729865609560268
0.7754034891771412, 0.5729868235716843
0.7894034883905564, 0.5729870862549178
0.8034034881777069, 0.5729873491130646
0.8174034880009291, 0.5729876119712121
0.8314034878602231, 0.5729878748293603
0.8454034877555887, 0.5729881376875092
0.8594034872045572, 0.5729884005514049
0.8734034871407074, 0.5729886634627236
0.8874034870613745, 0.5729889263740421
0.9014034869665585, 0.5729891892853602
0.9154034868562594, 0.5729894521966781
0.9294034867304771, 0.5729897151079957
0.9434034867853849, 0.5729899778932525
0.9574034865936826, 0.5729902406702888
0.9714034863622018, 0.5729905034473245
0.9854034860909425, 0.5729907662243593
0.9994034857799049, 0.5729910290013934
1.013403485941036, 0.5729912914966543
1.0274034855367205, 0.5729915539411207
1.0414034850824376, 0.5729918163855859
1.0554034845781874, 0.5729920788300504
1.0694034840239701, 0.5729923412745139
1.0834034840210358, 0.5729926032136049
1.09740348333927, 0.5729928651019223
1.111403482587928, 0.5729931269902384
1.125403481767009, 0.5729933888785532
1.1394011085011118, 0.5729936504541937
1.1533139866505642, 0.5729939093408971
1.167101423771404, 0.5729941658934311
1.1807634198636312, 0.5729944201117957
1.1942999749272458, 0.5729946719959909
1.2077110889622478, 0.5729949215460167
1.2209967619686373, 0.5729951687618732
1.234156993946414, 0.5729954136435602
1.2471917848955782, 0.5729956561910778
1.2600883716667792, 0.5729958951360874
1.2726909950166032, 0.572996126706576
1.284953618366485, 0.5729963520296378
1.296876241716424, 0.5729965711052729
1.3084588650664202, 0.5729967839334813
1.319701488416474, 0.5729969905142629
1.330604111766585, 0.5729971908476178
1.3411667351167536, 0.5729973849335459
1.3513893584669794, 0.5729975727720473
1.3612719818173962, 0.5729977469299257
1.3708146051678816, 0.5729979142133531
1.3800172285184193, 0.5729980755365365
1.3888798518690093, 0.5729982308994755
1.3974024752196514, 0.5729983803021704
1.4055850985703457, 0.5729985237446212
1.4134277219210925, 0.5729986612268277
1.4209303452718913, 0.5729987927487901
1.4280929686227424, 0.5729989183105083
1.4349155919736458, 0.5729990379119823
1.4413982153246014, 0.5729991515532121
1.4475408386756092, 0.5729992592341977
1.4533434620266692, 0.5729993609549391
1.4588060853777816, 0.5729994567154364
1.463928708728946, 0.5729995465156894
1.4687113320801806, 0.5729996291689704
1.47315395543182, 0.5729996818226211
1.4772565787834837, 0.5729997304466165
1.4810192021351711, 0.5729997750409563
1.4844418254868823, 0.5729998156056408
1.4875244488386175, 0.5729998521406698
1.4902670721903766, 0.5729998846460436
1.4926696955421594, 0.5729999131217618
1.4947323188939663, 0.5729999375678246
1.496454942245797, 0.572999957984232
1.4978375655976515, 0.572999974370984
1.49888018894953, 0.5729999867280806
1.4995828123014323, 0.5729999950555217
1.4999454356533584, 0.5729999993533075
