Time, OriginalValue, NewValue 
0.0, 2.375226438188495, 2.3916200585768173
0.26015226604387653, 2.3752982364873994, 2.3827718259224935
0.4030867120505788, 2.375656801034655, 2.3791807168619554
0.4751263672277326, 2.3759338475616065, 2.3734988912580617
0.5489661224395999, 2.3762274160583576, 2.3692821791099083
0.6244716828693451, 2.3764780674599377, 2.368392300791309
0.7011969370846793, 2.3766108858629136, 2.371001571788084
0.778574817838701, 2.376537880103766, 2.375741622051268
0.856006668217983, 2.376160385337279, 2.3804517897081032
0.8945580386634197, 2.375824294240742, 2.3821353072595026
0.9329044714925259, 2.375371464614915, 2.383105048662758
0.9709772938356084, 2.3747876308340414, 2.383241539617769
1.0087102795424503, 2.374058310463204, 2.382494966300768
1.0460397626024216, 2.3731688793076517, 2.3808815363370264
1.082904700200091, 2.372104646462122, 2.378474275322979
1.119246702901412, 2.3708509293601665, 2.3753900326460506
1.1550100445607456, 2.369393128823475, 2.371774545617332
1.1901416610530706, 2.367716804111201, 2.367787272354005
1.224591144456177, 2.3658077479692827, 2.363587413171826
1.258607173694559, 2.363652061679773, 2.3592843390363614
1.2925808852155225, 2.361236230110159, 2.354949317482542
1.326587059908674, 2.3585471967626885, 2.350676749595446
1.3605227090993783, 2.355572438823695, 2.3465632930038187
1.3942860105011565, 2.3523000422129208, 2.342677346133321
1.4277770195347472, 2.3487187766328432, 2.339053530534435
1.4608983967577531, 2.3448181706179962, 2.335690416246418
1.4935561545894993, 2.3405885865842984, 2.332551602369766
1.525660427136403, 2.3360212958783744, 2.32956988798328
1.5571262676082505, 2.331108553826881, 2.3266539474557906
1.587874478524775, 2.3258436747858315, 2.3236966958232865
1.6180700662476808, 2.3202211071899197, 2.3205584442742446
1.6479451055383163, 2.3142365086018444, 2.3170804050700213
1.6774823457730714, 2.3078868207616337, 2.31312068114104
1.7065834689758042, 2.3011703446359704, 2.308549640311745
1.7351491689553367, 2.2940868154675154, 2.303251249223782
1.7902780719628817, 2.278825160648713, 2.2901277413612906
1.8421070358604665, 2.262131275640413, 2.2733885354926717
1.889965728457672, 2.2440623313502233, 2.2532593018582756
1.9333644712631448, 2.2247056518365556, 2.2304980016337224
1.9721028025844844, 2.204181115887007, 2.2061553512791976
2.0063822160737557, 2.1826435585967436, 2.181210660439257
2.0220487257000874, 2.171553432294864, 2.1687004999552215
2.036852868250396, 2.160285172946883, 2.1562238791303816
2.063634540167839, 2.1373379113828777, 2.1320103876963397
2.087759781535422, 2.114075887392895, 2.1083655207565664
2.134074030875324, 2.065696369577359, 2.058073816904151
2.1578758751694895, 2.0385344228225066, 2.029737231992688
2.183249988734873, 2.00824951171875, 1.997702325858423
2.210042729814057, 1.9742783883064439, 1.9618841248002696
2.2378490050822917, 1.936270175312841, 1.9226293887157584
2.2664290586352664, 1.8940680874721805, 1.8801877934091742
2.295663272124982, 1.8476911528457776, 1.8347283553006233
2.3255004825401966, 1.7973159341421097, 1.7863850513381991
2.355915584207911, 1.7432582500369054, 1.7353092800277146
2.386881960907826, 1.6859548964932327, 1.6817131358455855
2.4183578734746196, 1.6259453680815872, 1.6258956966848872
2.4502835088098887, 1.5638535792999786, 1.5682504309722818
2.482585300637654, 1.5003695858940214, 1.5092551889010646
2.515184866589636, 1.4362313061770209, 1.4494481486134356
2.548106848725433, 1.372206242350062, 1.3892191469877426
2.581530274200274, 1.3090732018220974, 1.3287164291604376
2.615477475546882, 1.2476040185300352, 1.268423282551839
2.649761657963965, 1.188545274258828, 1.2092243723300442
2.6842298367782385, 1.1326000199615605, 1.1519326436555584
2.70150553489696, 1.1059982537452688, 1.1242134282306813
2.7187996528693033, 1.0804094970795357, 1.0972118686934058
2.736115523787093, 1.0559012485623849, 1.0709844128438808
2.7534646033683625, 1.0325348588623662, 1.045574943749317
2.770867651041052, 1.010364959509805, 1.0210152773689563
2.788355846847907, 0.9894388916880601, 0.997326546012878
2.8059429319001543, 0.9697961350247701, 0.9745580382607508
2.8236070281570647, 0.951467736383111, 0.952804084285082
2.841307617524392, 0.9344757386530467, 0.9321729480502796
2.8589919699216613, 0.9188326095425827, 0.9127726031232675
2.876597356870061, 0.9045406703690184, 0.8947029590794675
2.8940545198839858, 0.8915915248502007, 0.8780478590941356
2.911291809379475, 0.8799654878957748, 0.8628682695171157
2.928245689240486, 0.8696310143984394, 0.8491928615510993
2.944920049789622, 0.860544128025198, 0.8369798812585225
2.9613685072601106, 0.8526478500086085, 0.8261536327979881
2.9776306514936555, 0.8458716279380472, 0.8166582958360682
2.993732607688086, 0.8401307645509442, 0.8084528513056075
3.025493805083997, 0.8313421732646926, 0.7957931423327327
3.086997184557071, 0.8207588739290124, 0.7846820857741976
3.146364074941192, 0.8144908966662108, 0.7906040700713162
3.1765931932160214, 0.8152870988408094, 0.7997421880121649
3.2083969327850643, 0.8202848675843408, 0.8136585759114647
3.2249430882136436, 0.8246331834597025, 0.8225902260365188
3.2418193079912876, 0.8303285689482345, 0.8328572505003589
3.258964602779575, 0.8374377383825209, 0.8444534829705526
3.2763269074597914, 0.8460130538847048, 0.8573587561484879
3.293863532068313, 0.856093146608119, 0.8715425411495039
3.311541018202058, 0.8677035379789162, 0.8869673604822095
3.3293344373596856, 0.8808572609376988, 0.9035916006578801
3.347226252774261, 0.8955554811811508, 0.9213715270842298
3.3652049107836866, 0.9117881184036651, 0.9402624448995429
3.3832633322997148, 0.9295344675389763, 0.9602191073964421
3.419604157084665, 0.9694360849294115, 1.003143527870418
3.456236239859747, 1.0149058047910948, 1.0497644922528515
3.4931371550026573, 1.0654588618564493, 1.0996485466133823
3.5302676265725847, 1.1205001338838514, 1.152303480789045
3.567568384842624, 1.179344021389797, 1.207179072465079
3.6049662681240435, 1.2412343273810689, 1.2636850918288296
3.6423864383090394, 1.3053641370869036, 1.3212234347983751
3.679768172268561, 1.3708956976911577, 1.3792283850446696
3.7172787721017513, 1.4369802980644764, 1.4375127908239498
3.7550911918926158, 1.502778148496458, 1.4959212391510923
3.7740838735819704, 1.53531443992828, 1.5250030790658915
3.793104146634051, 1.5674782604278232, 1.553892919741585
3.812137354794797, 1.5991759981235982, 1.582523639794874
3.831175218977462, 1.6303183261825822, 1.6108408553617068
3.850217355254059, 1.6608208240518492, 1.6388048602863752
3.8692729024459744, 1.6906045987001983, 1.666392320350972
3.8883622093355874, 1.7195969058597873, 1.6935975796612928
3.9075185091630864, 1.7477317712677598, 1.7204334484748514
3.9267683935867033, 1.774950611907875, 1.746902620257135
3.9461037654558915, 1.801202857252143, 1.7729607567935908
3.965487010545855, 1.8264465705024469, 1.7985280518959708
3.9848643954176666, 1.8506490698321811, 1.823510934487133
4.004168310108112, 1.8737875496278757, 1.847807774009091
4.023321514341558, 1.895849701730831, 1.8713165700708334
4.042242655498613, 1.9168343366787415, 1.8939431669585065
4.060851904493691, 1.9367520049473366, 1.9156082929233096
4.079136645685494, 1.955625618192001, 1.9363203236328366
4.097152815263969, 1.9734910704894073, 1.9561656653938932
4.11495282399735, 1.9903978595791472, 1.975221732278524
4.132571186496366, 2.0064097081053656, 1.9935425701615228
