Time, Rotation
0.0, 0.0
0.26015226604387653, 0.0025377502750862277
0.4030867120505788, -0.08763565566130682
0.4751263672277326, 0.0042400254677539455
0.5489661224395999, 0.00345389937500151
0.6244716828693451, 0.002158044827022081
0.7011969370846793, 4.2091387201221425E-4
0.778574817838701, -0.0017237802535390154
0.856006668217983, -0.004270138820516139
0.8945580386634197, -0.005698365355235036
0.9329044714925259, -0.007234853007374234
0.9709772938356084, -0.00888478169151285
1.0087102795424503, -0.010654538725097496
1.0460397626024216, -0.0125517565956871
1.082904700200091, -0.014585381170190842
1.119246702901412, -0.016765770660278203
1.1550100445607456, -0.019104826782291667
1.1901416610530706, -0.021616160716938858
1.224591144456177, -0.02431529771834365
1.258607173694559, -0.02721992558981245
1.2925808852155225, -0.03035019378920493
1.326587059908674, -0.03372907171137971
1.3605227090993783, -0.03738277678658731
1.3942860105011565, -0.04134128550500977
1.4277770195347472, -0.045638943404061064
1.4608983967577531, -0.05031519350617983
1.4935561545894993, -0.055415446719137854
1.525660427136403, -0.06099212230589148
1.5571262676082505, -0.06710589158870228
1.587874478524775, -0.07382716326152813
1.6180700662476808, -0.047226709957994405
1.6479451055383163, -0.08943348572389906
1.6774823457730714, -0.09852566714363575
1.7065834689758042, -0.10864497074172959
1.7351491689553367, -0.11994423342853196
1.7902780719628817, -0.14682745010806114
1.8421070358604665, -0.1809838576750341
1.889965728457672, -0.22478239852663978
1.9333644712631448, -0.2810436526125439
1.9721028025844844, -0.3959506089599612
2.0063822160737557, -0.4637393207618392
2.0220487257000874, -0.4963304864663488
2.036852868250396, -0.5279283670153065
2.063634540167839, -0.5867555129060459
2.087759781535422, -0.641163363282879
2.134074030875324, -0.7476899993129152
2.1578758751694895, -0.8027044711120161
2.183249988734873, -0.8610235390101331
2.210042729814057, -0.9218562064138675
2.2378490050822917, -0.9838549544742627
2.2664290586352664, -1.046145726608254
2.295663272124982, -1.124668589897337
2.3255004825401966, -1.1699764888039126
2.355915584207911, -1.2313171783358794
2.386881960907826, -1.292392666113136
2.4183578734746196, -1.3534151230761955
2.4502835088098887, -1.414674699436275
2.482585300637654, -1.4765346036345903
2.515184866589636, -1.5394305619883344
2.548106848725433, -1.6040644307898682
2.581530274200274, -1.6596433431769533
2.615477475546882, -1.7293186297933159
2.649761657963965, -1.817969187268161
2.6842298367782385, -1.8979139501127906
2.70150553489696, -1.9397952899208344
2.7187996528693033, -1.9830323808920525
2.736115523787093, -2.02769826762354
2.7534646033683625, -2.0738743057585385
2.770867651041052, -2.121653440347183
2.788355846847907, -2.171143612409871
2.8059429319001543, -2.22238553282428
2.8236070281570647, -2.2752855426914147
2.841307617524392, -2.329650416147243
2.8589919699216613, -2.3851998365033333
2.876597356870061, -2.4415725115043454
2.8940545198839858, -2.4983425383183495
2.911291809379475, -2.555044215055154
2.928245689240486, -2.611222732801155
2.944920049789622, -2.6666493257789017
2.9613685072601106, -2.721275670571297
2.9776306514936555, -2.7750244618114825
2.993732607688086, -2.827792328025448
3.025493805083997, -2.9298607115448316
3.086997184557071, -3.116321111228054
3.146364074941192, 3.004533488727046
3.1765931932160214, 3.0906742379357026
3.2083969327850643, 2.854204548198913
3.2249430882136436, 2.8171921442265417
3.2418193079912876, 2.780655845411674
3.258964602779575, 2.7447131484869725
3.2763269074597914, 2.7094357688931012
3.293863532068313, 2.674854435797102
3.311541018202058, 2.6409647322219394
3.3293344373596856, 2.607733362917263
3.347226252774261, 2.575104293600447
3.3652049107836866, 2.5430043123190087
3.3832633322997148, 2.511347761088055
3.419604157084665, 2.448983015507613
3.456236239859747, 2.387186509814991
3.4931371550026573, 2.325103195610316
3.5302676265725847, 2.2618513727543226
3.567568384842624, 2.172703357725585
3.6049662681240435, 2.106044424873321
3.6423864383090394, 2.038175261762363
3.679768172268561, 1.9674325044213354
3.7172787721017513, 1.8920124245079128
3.7550911918926158, 1.8099651684439393
3.7740838735819704, 1.7658176856158203
3.793104146634051, 1.7192464214425693
3.812137354794797, 1.6700088421420503
3.831175218977462, 1.617888318603791
3.850217355254059, 1.5627119998816603
3.8692729024459744, 1.5043734199209982
3.8883622093355874, 1.4428592099852162
3.9075185091630864, 1.3611432860512176
3.9267683935867033, 1.298988863921889
3.9461037654558915, 1.2362133558391952
3.965487010545855, 1.173384621934665
3.9848643954176666, 1.1111362615019922
4.004168310108112, 1.0501254988150075
4.023321514341558, 0.9909831075652549
4.042242655498613, 0.9342650601947436
4.060851904493691, 0.8804156814360095
4.079136645685494, 0.8295824022027092
4.097152815263969, 0.7816562445216381
4.11495282399735, 0.7365042969277984
4.132571186496366, 0.5948349511974433
4.167313641810996, 0.6166608915905436
4.234516733031084, 0.49019859827283346
4.299622003410237, 0.39914562531026127
4.3340944190964565, 0.34893199089316845
4.371096798479061, 0.29822514549159795
4.411116434511458, 0.25249243264551907
4.45432246651251, 0.2136996810707543
4.500633745929884, 0.2060370429541548
4.55028999318439, 0.1771817574752674
4.576483591737514, 0.1638615745508858
4.603575931281882, 0.1512945242233983
4.631540754764368, 0.1394892613048999
4.660342294098429, 0.12845004462415777
4.689935823580729, 0.11817770752131833
4.720268287964693, 0.10867114997489628
4.751278971186867, 0.0999293595625479
4.78290018369877, 0.09195369952107271
4.815057954459087, 0.08475027352587106
4.847672719005505, 0.07833228926588431
4.880659998490953, 0.0727218778145445
4.913931066739, 0.06795155319788222
4.9473936036684005, 0.06406472152412371
4.9809530399245565, 0.08896516851834806
5.014581090955579, 0.08925952812438771
5.04824813500333, 0.0582870860173648
5.08185646797462, 0.05857472807534737
5.115309590064588, 0.06011997606934839
5.148512885702984, 0.09639908337744807
5.181374329046313, 0.09978894681061126
5.213805219087185, 0.10389623648144362
5.245720949405331, 0.10877614301161688
5.2773065578952245, 0.11449598371881624
5.308826292733295, 0.12113703253055536
5.340275725935263, 0.12879675723748152
5.371565576166186, 0.13759152982366207
5.402603244353158, 0.14765987757289392
5.433293313853817, 0.1591663345721048
5.493237905500752, 0.18730924803702137
5.550614194646581, 0.22404048921638567
5.60466914707853, 0.27211920727456534
5.654759966238746, 0.3351197361707269
5.700464505536041, 0.5037388223142761
5.7216403605687205, 0.5463319337003939
5.741732474181995, 0.5893808975612524
5.760810352480962, 0.6326679973936365
5.778978563510774, 0.6760830050934854
5.796375018901578, 0.7196412886164684
5.81294026412711, 0.7628890217883714
5.828499680278825, 0.8050326498658186
5.843151498184297, 0.8758973473139139
5.870689712083394, 0.9261285147886084
5.897604872153639, 1.0078513757289627
5.9252218972846125, 1.0944308272853063
5.939516441317637, 1.140027200637311
5.9542043238849205, 1.1872446882401346
5.9693583999213065, 1.2361881983431224
5.985025670236742, 1.2868543980501448
6.001145732094537, 1.3388650588172741
6.0175905657353495, 1.3916059259011402
6.034249223450627, 1.4445196170527967
6.051032846815765, 1.4971377217494937
6.067919457302297, 1.549227536513715
6.084944158148432, 1.6007535617525364
6.102138993100742, 1.6516852459928957
6.119524086323075, 1.7265490698405057
6.137108437965275, 1.75155241245629
6.154891028800466, 1.800354093125512
6.1728621009276194, 1.848307285547549
6.1910045050208184, 1.8953470266754542
6.227698199799594, 1.986457246405286
6.264744649300278, 2.0734123678178573
6.301864453956309, 2.1561192355102206
6.33876331145039, 2.234653020457353
6.375514981499911, 2.30992996443525
6.412515743234666, 2.3834356767496097
6.449912897984326, 2.45606853007375
6.487637973880422, 2.5282864083221925
6.52564296526096, 2.600585223390645
6.563907173260592, 2.673503900731791
6.583138473776479, 2.710377962545171
6.602439141904324, 2.7476299663870702
